"houseid","transaction","address","land_area","date","state","use","building_area","room","hall","bath","management","total_price","unit_price","balcony_area","only_4th_floor","with_1st_floor"
"HOUSE_293","房地(土地+建物)","新北市中和區景平路４３１巷１１２號二樓",13.15,1100920,"住宅大樓(11層含以上有電梯)","住家用",95.53,3,2,1,1,13300000,139223,6.57,0,0
"HOUSE_294","房地(土地+建物)","新北市中和區莊敬路４９巷２９弄６之４號三樓",25.48,1100925,"公寓(5樓含以下無電梯)","住家用",96.67,3,2,2,1,13450000,139133,9.65,0,0
"HOUSE_295","房地(土地+建物)","新北市中和區景平路４９３巷３弄１號五樓",36.58,1100925,"公寓(5樓含以下無電梯)","住家用",101.23,4,2,2,0,13350000,131878,0,0,0
"HOUSE_296","房地(土地+建物)","新北市永和區永平路３３０號四樓",6.51,1101009,"住宅大樓(11層含以上有電梯)","住家用",71.88,2,2,1,1,14050000,195465,2.92,1,0
"HOUSE_297","房地(土地+建物)","新北市中和區景新街４３７巷１３號二樓",34.22,1100915,"公寓(5樓含以下無電梯)","住家用",96.1,3,2,2,0,11380000,118418,0,0,0
"HOUSE_298","房地(土地+建物)","新北市中和區景平路６８２號",21.09,1100928,"公寓(5樓含以下無電梯)","商業用",62.1,0,2,1,0,17000000,273752,0,0,1
"HOUSE_299","房地(土地+建物)","新北市中和區泰和街３０巷４０號五樓",21.93,1101009,"公寓(5樓含以下無電梯)","住家用",75.48,3,2,1,0,8680000,114997,0,0,0
"HOUSE_300","房地(土地+建物)","新北市中和區連城路１２７巷４弄５號",19.14,1100929,"公寓(5樓含以下無電梯)","住家用",54.54,3,1,3,0,8100000,148515,0,0,1
"HOUSE_301","房地(土地+建物)","新北市中和區中和路１０２號十二樓之七",2.43,1100928,"住宅大樓(11層含以上有電梯)","商業用",41.92,1,1,1,1,4900000,116889,0,0,0
"HOUSE_302","房地(土地+建物)","新北市中和區中正路７５５號八樓之七",3.92,1101003,"住宅大樓(11層含以上有電梯)","住家用",67.97,1,2,1,1,7700000,113285,6.54,0,0
"HOUSE_303","房地(土地+建物)","新北市永和區和平街３０號",21.06,1101003,"華廈(10層含以下有電梯)","商業用",61.08,0,0,0,1,11820000,193517,1.15,0,1
"HOUSE_304","房地(土地+建物)","新北市中和區景平路７６３號十二樓之一",6.15,1100902,"住宅大樓(11層含以上有電梯)","商業用",68.96,2,1,2,1,8000000,116009,10.81,0,0
"HOUSE_305","房地(土地+建物)","新北市中和區連城路２１９巷１２弄１號五樓",31.37,1101008,"公寓(5樓含以下無電梯)","住家用",105.59,3,2,3,0,10500000,99441,17.77,0,0
"HOUSE_306","房地(土地+建物)","新北市中和區中和路１６０號三樓",8.09,1100927,"住宅大樓(11層含以上有電梯)","住家用",88.12,2,2,1,1,15200000,172492,2.72,0,0
"HOUSE_307","房地(土地+建物)","新北市永和區文化路１１３巷２２號",17.14,1100929,"華廈(10層含以下有電梯)","住家用",55.31,1,1,1,0,9000000,162719,0,0,1
"HOUSE_308","房地(土地+建物)","新北市永和區林森路９０號八樓",17.47,1101011,"住宅大樓(11層含以上有電梯)","住家用",136.38,3,2,2,0,19500000,142983,16.98,0,0
"HOUSE_309","房地(土地+建物)","新北市中和區中正路１２１１號二樓之二",10.44,1101002,"住宅大樓(11層含以上有電梯)","商辦用",84.62,2,2,1,1,11510000,136020,9.77,0,0
"HOUSE_310","房地(土地+建物)","新北市永和區林森路２９巷１２號三樓",19.67,1100924,"公寓(5樓含以下無電梯)","住家用",75.25,3,2,1,0,10200000,135548,0,0,0
"HOUSE_311","房地(土地+建物)","新北市中和區興南路二段１４２巷１６號",34.76,1100914,"公寓(5樓含以下無電梯)","住家用",92.76,1,1,1,0,12120000,130660,0,0,1
"HOUSE_312","房地(土地+建物)","新北市中和區興南路二段１４２巷１６號二樓",34.76,1100914,"公寓(5樓含以下無電梯)","住家用",92.76,3,1,1,0,8500000,91634,12.42,0,0
"HOUSE_313","房地(土地+建物)","新北市中和區景平路４８８號十六樓之二",4.21,1100926,"住宅大樓(11層含以上有電梯)","住家用",61.11,1,1,1,1,10800000,176730,0,0,0
"HOUSE_314","房地(土地+建物)","新北市中和區水源路２９巷１２號四樓",26.99,1100904,"公寓(5樓含以下無電梯)","住家用",104.41,5,0,5,0,11180000,107078,0,1,0
"HOUSE_315","房地(土地+建物)","新北市永和區永和路二段２９６號十五樓",7.92,1101017,"住宅大樓(11層含以上有電梯)","住家用",82.98,2,2,1,1,16800000,202458,3.17,0,0
"HOUSE_316","房地(土地+建物)","新北市中和區景平路１８８號十六樓",2.54,1101009,"住宅大樓(11層含以上有電梯)","住家用",44.31,0,0,0,1,6250000,141052,5.04,0,0
"HOUSE_317","房地(土地+建物)","新北市永和區民樂街５３號",26.5,1100916,"公寓(5樓含以下無電梯)","住家用",88.86,3,1,1,0,15600000,175557,0,0,1
"HOUSE_318","房地(土地+建物)","新北市中和區興南路二段８２號三樓",13.85,1101002,"公寓(5樓含以下無電梯)","住家用",60.25,2,2,1,0,6500000,107884,7.17,0,0
"HOUSE_319","房地(土地+建物)","新北市中和區華新街１４３巷９２號四樓",20.01,1101006,"公寓(5樓含以下無電梯)","住家用",93.4,3,2,2,0,7780000,83298,7.92,1,0
"HOUSE_320","房地(土地+建物)","新北市中和區永和路９０巷２弄１５號二樓",38.41,1100905,"公寓(5樓含以下無電梯)","住家用",98.3,6,0,6,0,10200000,103764,0,0,0
"HOUSE_321","房地(土地+建物)","新北市中和區中正路１６９號八樓之十",7.43,1101011,"住宅大樓(11層含以上有電梯)","住家用",72.85,1,2,1,1,11080000,152093,4,0,0
"HOUSE_322","房地(土地+建物)","新北市永和區保福路二段１５０巷３之１號四樓",29.2,1101009,"公寓(5樓含以下無電梯)","住家用",112.47,3,2,1,0,15000000,133369,0,1,0
"HOUSE_323","房地(土地+建物)","新北市永和區福和路３０９巷２０弄１３號二樓",24.24,1100911,"華廈(10層含以下有電梯)","住家用",127.26,3,2,1,0,16000000,125727,11.04,0,0
"HOUSE_324","房地(土地+建物)","新北市永和區永貞路４１１號四樓",24.21,1100928,"公寓(5樓含以下無電梯)","住家用",82.25,3,2,1,0,11800000,143465,8.3,1,0
"HOUSE_325","房地(土地+建物)","新北市中和區新生街３０巷１３號十二樓",24.45,1101008,"住宅大樓(11層含以上有電梯)","住家用",153.06,4,2,2,1,20300000,132628,19.64,0,0
"HOUSE_326","房地(土地+建物)","新北市中和區南山路２３６巷３６弄１５號",36.16,1101001,"公寓(5樓含以下無電梯)","住家用",82.95,1,2,2,0,9100000,109705,0,0,1
"HOUSE_327","房地(土地+建物)","新北市永和區智光街４７號三樓",21.38,1101003,"公寓(5樓含以下無電梯)","住家用",64.67,2,2,1,0,9000000,139168,9,0,0
"HOUSE_328","房地(土地+建物)","新北市中和區宜安路２７號四樓",32.37,1101009,"公寓(5樓含以下無電梯)","住家用",73.43,3,3,3,0,10880000,148168,0,1,0
"HOUSE_329","房地(土地+建物)","新北市中和區南山路２９之１號二樓",13.88,1101002,"住宅大樓(11層含以上有電梯)","住家用",92.63,2,2,1,1,15500000,167332,7.41,0,0
"HOUSE_330","房地(土地+建物)","新北市中和區南工路３２巷６號三樓",35.02,1101007,"公寓(5樓含以下無電梯)","住家用",103.2,3,2,1,0,13200000,127907,11.54,0,0
"HOUSE_331","房地(土地+建物)","新北市中和區中正路７５５號十八樓之三",3.92,1101006,"住宅大樓(11層含以上有電梯)","住家用",68.44,2,1,2,1,8250000,120544,6.54,0,0
"HOUSE_332","房地(土地+建物)","新北市中和區工專路１４０號五樓",8.9,1101002,"住宅大樓(11層含以上有電梯)","住家用",64.59,1,1,1,1,10000000,154823,3.01,0,0
"HOUSE_333","房地(土地+建物)","新北市中和區忠孝街１巷８１號四樓",35.52,1100914,"公寓(5樓含以下無電梯)","住家用",106.56,3,2,2,0,11500000,107920,10.37,1,0
"HOUSE_334","房地(土地+建物)","新北市中和區中山路二段３３２巷１５號四樓",17.42,1101009,"住宅大樓(11層含以上有電梯)","商業用",131.4,0,0,0,1,15160000,115373,23.98,1,0
"HOUSE_335","房地(土地+建物)","新北市中和區中山路二段３３２巷７７號四樓",13.94,1101009,"住宅大樓(11層含以上有電梯)","商業用",106.09,0,0,0,1,12080000,113866,18.37,1,0
"HOUSE_336","房地(土地+建物)","新北市中和區忠孝街１００號",31.06,1101013,"公寓(5樓含以下無電梯)","住家用",86.09,2,2,2,0,13150000,152747,0,0,1
"HOUSE_337","房地(土地+建物)","新北市中和區和平街２４巷９號",18.24,1101002,"公寓(5樓含以下無電梯)","住家用",70.35,3,2,1,0,12000000,170576,0,0,1
"HOUSE_338","房地(土地+建物)","新北市永和區中正路６０２巷１號五樓之五",4.16,1100918,"住宅大樓(11層含以上有電梯)","商業用",49.92,0,1,1,1,7600000,152244,2.7,0,0
"HOUSE_339","房地(土地+建物)","新北市永和區環河西路二段２０９巷１９號五樓",6.96,1100929,"住宅大樓(11層含以上有電梯)","住家用",73.3,2,2,1,1,10600000,144611,6.98,0,0
"HOUSE_340","房地(土地+建物)","新北市中和區景新街２７３巷４號四樓",25.82,1101007,"公寓(5樓含以下無電梯)","住家用",81.96,3,2,1,0,9750000,118960,0,1,0
"HOUSE_341","房地(土地+建物)","新北市中和區忠孝街１２６之１號十樓之三",5.27,1101004,"住宅大樓(11層含以上有電梯)","住家用",30.32,1,0,1,1,4500000,148417,4.46,0,0
"HOUSE_342","房地(土地+建物)","新北市中和區連勝街９３之２號十一樓",12,1101009,"住宅大樓(11層含以上有電梯)","住家用",82.87,2,1,1,1,14400000,173766,4.59,0,0
"HOUSE_343","房地(土地+建物)","新北市中和區忠孝街５８巷２８號四樓",50.75,1101014,"公寓(5樓含以下無電梯)","住家用",93.62,3,2,1,0,8420000,89938,0,1,0
"HOUSE_344","房地(土地+建物)","新北市永和區水源街２巷１之１號五樓",39.78,1101014,"公寓(5樓含以下無電梯)","住家用",116.09,3,1,1,0,14000000,120596,14.15,0,0
"HOUSE_345","房地(土地+建物)","新北市中和區員山路１４６巷１８號四樓",20.44,1100926,"公寓(5樓含以下無電梯)","住家用",72.74,3,2,1,0,8000000,109981,0,1,0
"HOUSE_346","房地(土地+建物)","新北市中和區中正路８２號十一樓",13.44,1100925,"住宅大樓(11層含以上有電梯)","住家用",129.66,3,2,2,1,19500000,150393,10.58,0,0
"HOUSE_347","房地(土地+建物)","新北市中和區水源路３巷３號三樓",28.52,1101001,"公寓(5樓含以下無電梯)","住家用",75.84,3,2,1,0,9000000,118671,0,0,0
"HOUSE_348","房地(土地+建物)","新北市中和區中正路２４８號四樓",20.55,1101005,"公寓(5樓含以下無電梯)","住家用",77,3,2,1,0,6390000,82987,0,1,0
"HOUSE_349","房地(土地+建物)","新北市中和區中和路１０２號七樓之十六",1.61,1101024,"住宅大樓(11層含以上有電梯)","商業用",24.43,1,1,1,1,3000000,122800,0,0,0
"HOUSE_350","房地(土地+建物)","新北市中和區景平路３０６號八樓之一",9.03,1100919,"住宅大樓(11層含以上有電梯)","住家用",81.99,3,2,1,1,14380000,175387,2.8,0,0
"HOUSE_351","房地(土地+建物)","新北市永和區水源街５８號三樓",22.55,1101004,"華廈(10層含以下有電梯)","住家用",136.7,3,2,2,1,19000000,138990,8.8,0,0
"HOUSE_352","房地(土地+建物)","新北市永和區永貞路１７２號十樓",8.4,1100905,"住宅大樓(11層含以上有電梯)","住家用",93.55,2,2,1,1,16000000,171032,3.71,0,0
"HOUSE_353","房地(土地+建物)","新北市中和區秀朗路三段１０巷３７弄４號四樓",33.51,1101012,"公寓(5樓含以下無電梯)","住家用",96.54,3,2,2,0,12000000,124301,0,1,0
"HOUSE_354","房地(土地+建物)","新北市永和區環河西路二段２４５之２號五樓",4.51,1100914,"住宅大樓(11層含以上有電梯)","住家用",73.89,2,2,1,1,11600000,156990,4.68,0,0
"HOUSE_355","房地(土地+建物)","新北市中和區景平路７９２號十一樓",10.95,1101017,"住宅大樓(11層含以上有電梯)","住家用",153.75,4,2,2,1,15800000,102764,12.71,0,0
"HOUSE_356","房地(土地+建物)","新北市中和區大仁街２０巷２５弄１６號",24.77,1101003,"公寓(5樓含以下無電梯)","住家用",72.53,3,2,1,0,12500000,172342,0,0,1
"HOUSE_357","房地(土地+建物)","新北市永和區中正路４２８巷２５弄６號",24,1101025,"華廈(10層含以下有電梯)","住家用",99.37,3,1,2,0,18300000,184160,0,0,1
"HOUSE_358","房地(土地+建物)","新北市中和區安樂路６０巷９號二樓",38.05,1101028,"公寓(5樓含以下無電梯)","住家用",117.13,4,2,2,0,12300000,105012,0,0,0
"HOUSE_359","房地(土地+建物)","新北市永和區保福路二段１５７號三樓",25.12,1101014,"華廈(10層含以下有電梯)","住家用",135.38,3,2,2,1,16580000,122470,13.19,0,0
"HOUSE_360","房地(土地+建物)","新北市中和區景平路４３３號八樓之一",6.53,1101002,"住宅大樓(11層含以上有電梯)","住家用",48.09,1,1,1,1,7000000,145560,3.3,0,0
"HOUSE_361","房地(土地+建物)","新北市中和區圓通路２９６巷３１弄１７號",28.19,1101002,"公寓(5樓含以下無電梯)","商業用",77.55,3,2,2,0,13450000,173436,0,0,1
"HOUSE_362","房地(土地+建物)","新北市中和區景新街２７３巷２號三樓",33.44,1101003,"公寓(5樓含以下無電梯)","住家用",84,3,2,1,0,10630000,126548,0,0,0
"HOUSE_363","房地(土地+建物)","新北市永和區民族街４１巷３號二樓",41.51,1101007,"公寓(5樓含以下無電梯)","住家用",111.73,4,2,1,0,13520000,121006,0,0,0
"HOUSE_364","房地(土地+建物)","新北市永和區國光路３９之１號二樓",10.22,1101012,"華廈(10層含以下有電梯)","住家用",52.16,3,2,2,1,8550000,163919,0,0,0
"HOUSE_365","房地(土地+建物)","新北市永和區中和路３０５巷２弄１０號四樓",23.4,1100927,"公寓(5樓含以下無電梯)","住家用",96.08,3,2,1,0,10000000,104080,0,1,0
"HOUSE_366","房地(土地+建物)","新北市中和區立人街３６號四樓",28.4,1100930,"公寓(5樓含以下無電梯)","住家用",92.15,3,2,2,0,10200000,110689,10.87,1,0
"HOUSE_367","房地(土地+建物)","新北市中和區中正路２７１之３號二十一樓",4.91,1101015,"住宅大樓(11層含以上有電梯)","住家用",80.7,2,1,1,1,10800000,133829,5.92,0,0
"HOUSE_368","房地(土地+建物)","新北市中和區景平路５９之１４號九樓之一",5.98,1101018,"住宅大樓(11層含以上有電梯)","住家用",87.7,3,2,2,1,13000000,148233,15.55,0,0
"HOUSE_369","房地(土地+建物)","新北市中和區景平路９８９巷２號八樓之五",9.67,1101011,"住宅大樓(11層含以上有電梯)","住家用",80.32,2,2,1,1,11300000,140687,4.63,0,0
"HOUSE_370","房地(土地+建物)","新北市永和區民有街３號五樓之二",6.97,1101013,"住宅大樓(11層含以上有電梯)","住家用",99.57,3,2,1,1,13400000,134579,5.19,0,0
"HOUSE_371","房地(土地+建物)","新北市永和區中山路一段３８號三樓之一",4.2,1101024,"住宅大樓(11層含以上有電梯)","住家用",58.22,1,1,1,1,10750000,184644,3.29,0,0
"HOUSE_372","房地(土地+建物)","新北市永和區民有街４號四樓",16.24,1100915,"公寓(5樓含以下無電梯)","住家用",69.78,2,1,1,0,7500000,107481,6.13,1,0
"HOUSE_373","房地(土地+建物)","新北市中和區中正路７８號九樓之五",7.53,1101016,"住宅大樓(11層含以上有電梯)","住家用",74.99,2,1,1,1,12800000,170689,9.23,0,0
"HOUSE_374","房地(土地+建物)","新北市永和區永平路３０２巷３２弄６號四樓",10.3,1100906,"住宅大樓(11層含以上有電梯)","住家用",84.12,1,2,1,1,16400000,194960,3.34,1,0
"HOUSE_375","房地(土地+建物)","新北市中和區景平路７１之７號十六樓之七",3.51,1101031,"住宅大樓(11層含以上有電梯)","住家用",52.57,1,1,1,1,9100000,173103,9.63,0,0
"HOUSE_376","房地(土地+建物)","新北市中和區中興街２６６巷７號二樓",34.16,1101012,"公寓(5樓含以下無電梯)","住家用",111.37,3,2,2,1,10400000,93382,12.25,0,0
"HOUSE_377","房地(土地+建物)","新北市中和區景平路７１之６號二十樓之十",6.13,1101024,"住宅大樓(11層含以上有電梯)","商業用",84.58,2,3,2,1,13660000,161504,9.94,0,0
"HOUSE_378","房地(土地+建物)","新北市中和區工專路１３６號九樓",13.68,1100915,"住宅大樓(11層含以上有電梯)","住家用",99.14,2,2,1,1,13750000,138693,6.56,0,0
"HOUSE_379","房地(土地+建物)","新北市永和區成功路一段１８巷１８號四樓",22.7,1100925,"公寓(5樓含以下無電梯)","住家用",90.89,3,2,2,0,12500000,137529,0,1,0
"HOUSE_380","房地(土地+建物)","新北市中和區秀朗路三段１２８巷１９弄４號三樓",27.8,1100927,"公寓(5樓含以下無電梯)","住家用",84.26,3,2,1,0,11500000,136482,13.79,0,0
"HOUSE_381","房地(土地+建物)","新北市永和區永元路１８巷４０弄７號二樓",25.35,1101007,"公寓(5樓含以下無電梯)","住家用",73.4,2,2,1,0,10500000,143052,15.8,0,0
"HOUSE_382","房地(土地+建物)","新北市中和區景平路６０１號六樓之五",6.71,1101013,"住宅大樓(11層含以上有電梯)","辦公用",51.1,0,0,1,1,7500000,146771,3.43,0,0
"HOUSE_383","房地(土地+建物)","新北市中和區中正路１７１號八樓之十二",7.49,1101017,"住宅大樓(11層含以上有電梯)","住家用",72.46,1,2,1,1,9980000,137731,9.89,0,0
"HOUSE_384","房地(土地+建物)","新北市中和區景平路４３１巷５０號二樓",13.79,1101020,"住宅大樓(11層含以上有電梯)","住家用",101.5,3,2,2,1,15980000,157438,8.81,0,0
"HOUSE_385","房地(土地+建物)","新北市中和區秀朗路三段１０巷１４弄６２之６號四樓",12.16,1101014,"住宅大樓(11層含以上有電梯)","住家用",72.47,2,2,1,1,10800000,149027,7.83,1,0
"HOUSE_386","房地(土地+建物)","新北市永和區永平路３３０號九樓",6.48,1101009,"住宅大樓(11層含以上有電梯)","住家用",71.6,2,2,1,1,14270000,199302,2.92,0,0
"HOUSE_387","房地(土地+建物)","新北市永和區永和路一段７０號三樓之一",5.83,1101002,"住宅大樓(11層含以上有電梯)","住家用",72.96,2,2,1,1,11000000,150768,3.44,0,0
"HOUSE_388","房地(土地+建物)","新北市中和區中和路２４１號六樓之一",7.98,1101010,"住宅大樓(11層含以上有電梯)","商業用",89.4,2,1,1,1,13100000,146532,17.04,0,0
"HOUSE_389","房地(土地+建物)","新北市永和區中正路２８６巷４號二樓",18.36,1101001,"公寓(5樓含以下無電梯)","住家用",53,2,1,1,0,6200000,116981,7.49,0,0
"HOUSE_390","房地(土地+建物)","新北市中和區中山路二段１５６號四樓",5.55,1101025,"住宅大樓(11層含以上有電梯)","住家用",53.98,1,1,1,1,9700000,179696,2.74,1,0
"HOUSE_391","房地(土地+建物)","新北市中和區保健路１０巷２１弄１９號四樓",24.32,1101003,"公寓(5樓含以下無電梯)","住家用",88.86,3,2,1,0,12880000,144947,16.15,1,0
"HOUSE_392","房地(土地+建物)","新北市永和區民族街２７巷４號三樓",25.77,1101024,"公寓(5樓含以下無電梯)","住家用",100.17,3,2,1,0,12870000,128482,0,0,0
"HOUSE_393","房地(土地+建物)","新北市永和區福和路１１６號九樓",10.39,1100924,"住宅大樓(11層含以上有電梯)","住家用",72.78,2,1,1,1,10020000,137675,0,0,0
"HOUSE_394","房地(土地+建物)","新北市永和區信義路１７巷１５號二樓",56.12,1100908,"公寓(5樓含以下無電梯)","住家用",115.2,3,2,1,0,9500000,82465,0,0,0
"HOUSE_395","房地(土地+建物)","新北市中和區華新街２８之５號二樓",18.68,1100914,"華廈(10層含以下有電梯)","住家用",142.88,3,2,2,1,17200000,120381,8.29,0,0
"HOUSE_396","房地(土地+建物)","新北市中和區新生街１８６巷１弄１３號二樓",25.82,1101009,"公寓(5樓含以下無電梯)","住家用",73.61,0,0,0,0,7900000,107322,12.77,0,0
"HOUSE_397","房地(土地+建物)","新北市中和區忠孝街１１巷４２號二樓",24.52,1101028,"公寓(5樓含以下無電梯)","住家用",77.98,3,1,2,0,8160000,104642,0,0,0
"HOUSE_398","房地(土地+建物)","新北市中和區華新街１４３巷８號四樓",33.19,1101014,"公寓(5樓含以下無電梯)","住家用",98.27,4,0,4,0,9150000,93111,10.5,1,0
"HOUSE_399","房地(土地+建物)","新北市中和區圓通路３６７巷１８之２號五樓",23.16,1101012,"公寓(5樓含以下無電梯)","住家用",103.71,5,3,3,0,10250000,98833,8.1,0,0
"HOUSE_400","房地(土地+建物)","新北市永和區中興街７１號三樓",15.65,1101018,"華廈(10層含以下有電梯)","住家用",88.71,3,2,2,1,15700000,176981,6.16,0,0
"HOUSE_401","房地(土地+建物)","新北市中和區景平路２００號十六樓之三",9.26,1101012,"住宅大樓(11層含以上有電梯)","住家用",153.21,3,2,3,1,20500000,133803,10.83,0,0
"HOUSE_402","房地(土地+建物)","新北市中和區華新街１９２巷６弄２０號四樓",28.55,1101003,"公寓(5樓含以下無電梯)","住家用",91.52,3,2,2,0,9350000,102163,9.32,1,0
"HOUSE_403","房地(土地+建物)","新北市永和區竹林路６０號二樓",18.57,1101011,"住宅大樓(11層含以上有電梯)","商業用",229.95,6,1,1,1,28300000,123070,17.37,0,0
"HOUSE_404","房地(土地+建物)","新北市永和區竹林路６０之１號二樓",17.96,1101011,"住宅大樓(11層含以上有電梯)","商業用",226.57,1,1,1,1,28300000,124906,14.79,0,0
"HOUSE_405","房地(土地+建物)","新北市永和區福和路１８８號八樓之三",6.77,1101023,"住宅大樓(11層含以上有電梯)","住家用",75.32,1,2,1,1,11380000,151089,19.63,0,0
"HOUSE_406","房地(土地+建物)","新北市中和區中山路二段３３２巷１號六樓",17.42,1101017,"住宅大樓(11層含以上有電梯)","商業用",127.08,0,0,0,1,14960000,117721,5.06,0,0
"HOUSE_407","房地(土地+建物)","新北市中和區中山路二段３３２巷１５號三樓",17.42,1101023,"住宅大樓(11層含以上有電梯)","商業用",131.4,0,0,0,1,15300000,116438,23.98,0,0
"HOUSE_408","房地(土地+建物)","新北市中和區德光路４２之１號七樓之一",15.6,1101009,"住宅大樓(11層含以上有電梯)","住家用",102.71,3,2,2,1,14300000,139227,9.93,0,0
"HOUSE_409","房地(土地+建物)","新北市中和區南山路２３６巷２２弄１０號",27.32,1100907,"公寓(5樓含以下無電梯)","住家用",74.52,3,2,2,0,13500000,181159,0,0,1
"HOUSE_410","房地(土地+建物)","新北市永和區永貞路４１７巷２號四樓",39.63,1101026,"公寓(5樓含以下無電梯)","住家用",121.48,3,2,2,0,14200000,116892,0,1,0
"HOUSE_411","房地(土地+建物)","新北市中和區華順街９５號四樓",18.95,1101005,"華廈(10層含以下有電梯)","住家用",95.05,2,1,1,1,15000000,157812,4.52,1,0
"HOUSE_412","房地(土地+建物)","新北市中和區連城路３４７巷１３號二樓",20.74,1101008,"公寓(5樓含以下無電梯)","住家用",52.62,2,2,1,0,6600000,125428,0,0,0
"HOUSE_413","房地(土地+建物)","新北市中和區景平路４８８號十三樓",4.49,1101013,"住宅大樓(11層含以上有電梯)","住家用",64.98,1,1,1,1,10200000,156971,0,0,0
"HOUSE_414","房地(土地+建物)","新北市中和區泰和街３０巷２７號四樓",22.89,1101016,"公寓(5樓含以下無電梯)","住家用",85.6,3,2,1,0,10000000,116822,0,1,0
"HOUSE_415","房地(土地+建物)","新北市中和區景平路４５３號五樓",20.21,1101021,"公寓(5樓含以下無電梯)","住家用",87.05,3,1,1,0,9300000,106835,0,0,0
"HOUSE_416","房地(土地+建物)","新北市中和區圓通路３０５巷５弄７０號三樓",29.29,1101024,"華廈(10層含以下有電梯)","住家用",143.73,5,2,3,1,15500000,107841,10.98,0,0
"HOUSE_417","房地(土地+建物)","新北市中和區民有街３９號十二樓",9.2,1101021,"住宅大樓(11層含以上有電梯)","住家用",69.48,1,1,1,1,12000000,172712,3.16,0,0
"HOUSE_418","房地(土地+建物)","新北市中和區水源路１３６巷２０號五樓",27.38,1100907,"公寓(5樓含以下無電梯)","住家用",94.59,3,2,2,0,11900000,125806,9.83,0,0
"HOUSE_419","房地(土地+建物)","新北市中和區大勇街３１巷１３弄１０號三樓",19.54,1101024,"公寓(5樓含以下無電梯)","住家用",74.21,3,1,1,0,8250000,111171,8.17,0,0
"HOUSE_420","房地(土地+建物)","新北市永和區民權路４９巷１１號四樓",34.8,1101010,"公寓(5樓含以下無電梯)","住家用",102.4,3,2,1,0,12800000,125000,21.36,1,0
"HOUSE_421","房地(土地+建物)","新北市永和區仁愛路３０６巷１５號",22.85,1100929,"住宅大樓(11層含以上有電梯)","住家用",123,3,2,2,1,19500000,158537,13.66,0,1
"HOUSE_422","房地(土地+建物)","新北市中和區工專路１２６號八樓",13.62,1101026,"住宅大樓(11層含以上有電梯)","住家用",98.77,2,2,1,1,13600000,137694,6.35,0,0
"HOUSE_423","房地(土地+建物)","新北市中和區員山路１４６之３號五樓",18.99,1101008,"公寓(5樓含以下無電梯)","住家用",76.18,2,1,1,0,8100000,106327,0,0,0
"HOUSE_424","房地(土地+建物)","新北市永和區四維街６９號二樓",29.16,1101010,"公寓(5樓含以下無電梯)","住家用",99.42,3,2,2,0,12780000,128546,9.59,0,0
"HOUSE_425","房地(土地+建物)","新北市中和區景平路２６８號十三樓之十二",3.71,1101031,"住宅大樓(11層含以上有電梯)","住家用",50.36,1,1,1,1,7600000,150913,0,0,0
"HOUSE_426","房地(土地+建物)","新北市永和區仁愛路３１巷３弄２號四樓",36.2,1101008,"公寓(5樓含以下無電梯)","住家用",89.05,4,2,2,0,12800000,143739,0,1,0
"HOUSE_427","房地(土地+建物)","新北市永和區秀朗路二段１２６巷３弄１號三樓",39.01,1101015,"公寓(5樓含以下無電梯)","住家用",82.44,3,2,1,0,9000000,109170,0,0,0
"HOUSE_428","房地(土地+建物)","新北市中和區興南路一段１４５號三樓",18,1101031,"公寓(5樓含以下無電梯)","住家用",52.08,2,2,2,0,7600000,145929,0,0,0
"HOUSE_429","房地(土地+建物)","新北市中和區興南路二段３４巷５５弄４號",24.57,1101012,"公寓(5樓含以下無電梯)","住家用",99.14,3,2,2,0,13500000,136171,0,0,1
"HOUSE_430","房地(土地+建物)","新北市永和區民享街２４巷２號",29.02,1100912,"公寓(5樓含以下無電梯)","住家用",76.16,3,2,2,0,14300000,187763,14.49,0,1
"HOUSE_431","房地(土地+建物)","新北市中和區圓通路３６９巷５３之５號三樓",39.75,1101023,"公寓(5樓含以下無電梯)","住家用",67.75,1,1,1,0,5850000,86347,5.99,0,0
"HOUSE_432","房地(土地+建物)","新北市中和區德光路７７巷２弄８號二樓",22.41,1101030,"公寓(5樓含以下無電梯)","住家用",84.86,3,2,2,0,10900000,128447,0,0,0
"HOUSE_433","房地(土地+建物)","新北市中和區大仁街２０巷３１號二樓",38.42,1101010,"公寓(5樓含以下無電梯)","住家用",98.67,3,2,1,0,11680000,118374,15.85,0,0
"HOUSE_434","房地(土地+建物)","新北市中和區景新街４９６巷８弄５號二樓",21.95,1101005,"公寓(5樓含以下無電梯)","住家用",82.81,3,2,1,0,9000000,108683,0,0,0
"HOUSE_435","房地(土地+建物)","新北市中和區臺新街３５號三樓之四",8.57,1101011,"住宅大樓(11層含以上有電梯)","住家用",44.29,1,2,1,1,7600000,171596,3.15,0,0
"HOUSE_436","房地(土地+建物)","新北市中和區南工路２巷２號四樓",28.56,1101020,"公寓(5樓含以下無電梯)","住家用",77.15,3,2,1,0,7600000,98509,0,1,0
"HOUSE_437","房地(土地+建物)","新北市中和區秀朗路三段１７７號四樓之二",10.93,1101019,"住宅大樓(11層含以上有電梯)","住家用",99.36,3,2,2,1,14080000,141707,6.51,1,0
"HOUSE_438","房地(土地+建物)","新北市中和區中山路二段３１２巷７號二樓",35.37,1101015,"公寓(5樓含以下無電梯)","住家用",68.04,4,2,4,0,9000000,132275,0,0,0
